Year,State,AverageTemperature,AverageTemperatureUncertainty,Dis No,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2007,Georgia,18.752333333333336,0.18425000000000002,2007-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,2007,3.0,1.0,2007,3.0,2.0,20.0,20.0,,,20.0,,450000.0,600000.0,81.1016589316606
2007,Georgia,18.752333333333336,0.18425000000000002,2007-0663-USA,663,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,Hail,,,,,1300.0,Kph,,,,,2007,4.0,13.0,2007,4.0,17.0,23.0,,,,,,1566000.0,2000000.0,81.1016589316606
2007,Georgia,18.752333333333336,0.18425000000000002,2007-9548-USA,9548,Natural,Climatological,Drought,Drought,,,Declar,United States of America (the),USA,Northern America,Americas,Lack of precipitation,,,,,Yes,,,Km2,,,,,2007,10.0,,2009,6.0,,,,,,,,,300000.0,81.1016589316606
2007,Illinois,12.372166666666665,0.162,2007-0383-USA,383,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Heavy rains,Rain,"Slide (land, mud, snow, rock)",,,,,1217000.0,Km2,36.86,-94.64,,,2007,8.0,16.0,2007,8.0,27.0,26.0,40.0,2800.0,,2840.0,,450000.0,700000.0,81.1016589316606
2007,Illinois,12.372166666666665,0.162,2007-0621-USA,621,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Transport accident,,,,,,109.0,Kph,,,,,2007,12.0,23.0,2007,12.0,26.0,22.0,,,,,,,,81.1016589316606
2007,Illinois,12.372166666666665,0.162,2007-0641-USA,641,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Transport accident,,,,,,,Kph,,,,,2007,12.0,9.0,2007,12.0,11.0,24.0,2.0,,,2.0,,450000.0,500000.0,81.1016589316606
2007,Indiana,12.359416666666668,0.15841666666666668,2007-0041-USA,41,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Heavy rains,,,,,,,434.0,Km2,34.88,-90.07,,"Wabash, White, East Fork of White River, Lower Ohio, Patoka, Black, St Francis, White, Cache, Ouachita, Sabine, Navasota, Neches, Sulpher, lower Ohio",2007,1.0,15.0,2007,1.0,25.0,24.0,,,,,,,,81.1016589316606
2007,Iowa,10.009666666666668,0.17333333333333334,2007-0026-USA,26,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Rain,Cold wave,,,Yes,,,Kph,,,,,2007,1.0,12.0,2007,1.0,17.0,65.0,220.0,,,220.0,,200000.0,500000.0,81.1016589316606
2007,Iowa,10.009666666666668,0.17333333333333334,2007-0662-USA,662,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,Hail,,,,,,Kph,,,,,2007,5.0,4.0,2007,5.0,8.0,12.0,40.0,,,40.0,,200000.0,350000.0,81.1016589316606
2007,Iowa,10.009666666666668,0.17333333333333334,2007-0690-USA,690,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,,Hail,,,,,,128.0,Kph,,,,,2007,5.0,21.0,2007,5.0,25.0,5.0,,,,,,200000.0,300000.0,81.1016589316606
2007,Iowa,10.009666666666668,0.17333333333333334,2007-0689-USA,689,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,,Cold wave,,,,,,,Kph,,,,,2007,2.0,23.0,2007,2.0,25.0,4.0,27.0,,,27.0,,200000.0,300000.0,81.1016589316606
2007,Iowa,10.009666666666668,0.17333333333333334,2007-0621-USA,621,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Transport accident,,,,,,109.0,Kph,,,,,2007,12.0,23.0,2007,12.0,26.0,22.0,,,,,,,,81.1016589316606
2007,Iowa,10.009666666666668,0.17333333333333334,2007-0641-USA,641,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Transport accident,,,,,,,Kph,,,,,2007,12.0,9.0,2007,12.0,11.0,24.0,2.0,,,2.0,,450000.0,500000.0,81.1016589316606
